Магазин,Категория,Название,Цена,Цена без скидки,Ссылка,Изображение
Ригла,Дермакосметика,"Базирон АС гель 2,5% 40г",1781.0,1781.0,https://www.rigla.ru/product/baziron-as-gel-25-40g-98847,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/8/98847-8-b-d-3-8bd3ea140c560a7b4c9b8f4635da347ca9f1d8db_98847.jpg
Ригла,Дермакосметика,Бепантен крем 5% 50г,1180.0,1180.0,https://www.rigla.ru/product/bepanten-krem-5-50g-102651,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/102651-1-8-b-4-18b45c22420d1316579bd0b6437d98835454ddb4_102651.jpg
Ригла,Дермакосметика,Димексид  гель 25% 30г,283.0,283.0,https://www.rigla.ru/product/dimeksid-gel-25-30g-97988,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/7/97988-1-2-3-0-12301a5a1815c8d4b9e5d70a464d8ac0089a5681_97988.jpg
Ригла,Дермакосметика,"Дифферин гель 0,1% 30г",1762.0,1762.0,https://www.rigla.ru/product/differin-gel-01-30g-2955,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/9/2955-b-b-e-9-bbe9b1338d27ed98fa6fb2af8226b8540dc8b191_2955.jpg
Ригла,Дермакосметика,Найз Активгель для наружного применения туба 1% 50г,579.0,579.0,https://www.rigla.ru/product/nayz-aktivgel-dlya-nar-prim-tuba-1-50g-111405,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/111405-0-c-0-4-0c043d40a06ab9e59a89a4a3f18bd572aa01137d_111405.jpg
Ригла,Дермакосметика,Вольтарен трансдермальный пластырь 15мг/сутки №2,389.0,389.0,https://www.rigla.ru/product/voltaren-transdermalnyy-plastyr-15mgsutki-no2-88157,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/8/88157-2-5-d-8-25d8c445c7e0c44d396d99070760112f7e0d6fb0_88157.jpg
Ригла,Дермакосметика,Белосалик мазь 40г,761.0,761.0,https://www.rigla.ru/product/belosalik-maz-40g-84940,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/4/84940-a-5-b-d-a5bd4f3aad06ef38e3d34c9bb7fea687f8d27b91_84940.jpg
Ригла,Дермакосметика,Скиноклир гель для наруж. применения 15% 30г,1221.0,1221.0,https://www.rigla.ru/product/skinoklir-gel-dlya-naruzh-primeneniya-15-30g-4989823,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/9/4989823-c-5-d-0-c5d05c867fcbe18edc03d51b5f6cdc67cf54fd8e_4989823.jpg
Ригла,Дермакосметика,Клиндовит гель 1% 30г,716.0,716.0,https://www.rigla.ru/product/klindovit-gel-1-30g-62302,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/2/62302-4-0-a-e-40ae12641a1eb5131f7ba06486bcc8fe93d04436_62302.jpg
Ригла,Дермакосметика,"Фастум гель 2,5% 100г",1031.0,1031.0,https://www.rigla.ru/product/fastum-gel-25-100g-32840,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/2/32840-5-1-2-0-5120d01279aba0e0768e7be3eadfa2812466e8d8_32840.jpg
Ригла,Дермакосметика,Белосалик лосьон-спрей 100мл,1651.0,1651.0,https://www.rigla.ru/product/belosalik-loson-sprey-100ml-85190,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/5/85190-8-e-4-d-8e4daebd590d6d90da0b0cb5e365951810f3a618_85190.jpg
Ригла,Дермакосметика,Долобене гель 90г,1451.0,1451.0,https://www.rigla.ru/product/dolobene-gel-dlya-nar-prim-tuba-90g-106582,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/106582-b-1-0-3-b103aeb71b07b9496f4090748b434acd34e47797_106582.jpeg
Ригла,Дермакосметика,Клензит С гель 15г,1111.0,1111.0,https://www.rigla.ru/product/klenzit-s-gel-15g-20571,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/0/20571-9-7-a-5-97a5f1e9d8eed9576f9a1418e216d2d73c32c708_20571.jpg
Ригла,Дермакосметика,Бепантен Плюс крем 100г,1409.0,1409.0,https://www.rigla.ru/product/bepanten-plyus-krem-100g-89080,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/9/89080-5-5-5-f-555f06c321fdb784ffa64ab59001fc25eb7520ad_89080.jpg
Ригла,Дермакосметика,Акридерм мазь 15г,121.0,121.0,https://www.rigla.ru/product/akriderm-maz-15g-24756,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/4/24756-c-7-a-6-c7a6c5369aaedcab9ba826b47061d93ce96d9a0f_24756.jpg
Ригла,Дермакосметика,Акридерм ГК мазь 15г,881.0,881.0,https://www.rigla.ru/product/akriderm-gk-maz-15g-60074,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/0/60074-8-d-2-8-8d28c1ad8c06146e27c38cc9bbfd92434c0efea1_60074.jpg
Ригла,Дермакосметика,Белосалик лосьон 100мл,1521.0,1521.0,https://www.rigla.ru/product/belosalik-loson-100ml-70928,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/7/0/70928-e-b-c-b-ebcb7316a0e6ee7502725dca7532ca2cd224e49c_70928.jpg
Ригла,Дермакосметика,Ихтиол Реневал мазь 20% 30г,166.0,166.0,https://www.rigla.ru/product/ikhtiol-reneval-maz-20-30g-137108,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/3/137108-e-0-4-8-e048b9927f0d8ef4a5db00c8c51e52075d3d5147_137108.jpg
Ригла,Дермакосметика,Скиноклир крем 20% 30г,1181.0,1181.0,https://www.rigla.ru/product/skinoklir-krem-20-30g-103720,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/103720-4-b-2-c-4b2cca6ee4ae4b22b9c704ec30608a3879faf2fc_103720.jpg
Ригла,Дермакосметика,Акридерм ГК крем 15г,862.0,862.0,https://www.rigla.ru/product/akriderm-gk-krem-15g-3032380,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/0/3032380-9-3-6-b-936b083aae8ef7c031eee8c924ff5d7bc7a88be8_3032380.jpg
Ригла,Дермакосметика,Кетонал крем 50мг/1г 30г,390.0,390.0,https://www.rigla.ru/product/ketonal-krem-50mg1g-30g-912,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/1/912-5-2-b-3-52b35c0ad7c7b531fecf9784c7215d58bd36da59_912.jpg
Ригла,Дермакосметика,"Фастум гель 2,5% 30г",481.0,481.0,https://www.rigla.ru/product/fastum-gel-25-30g-1924,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/9/1924-b-7-b-3-b7b36b690e3c872304ecb8af2036e74a4e0f730a_1924.jpg
Ригла,Дермакосметика,Метрогил гель 1% 30г,451.0,451.0,https://www.rigla.ru/product/metrogil-gel-1-30g-1172,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/1172-7-8-2-b-782ba63b85f5a3ae7d75c5da77c7091220ff55d9_1172.jpg
Ригла,Дермакосметика,Элидел крем 1% 15г,1014.0,1014.0,https://www.rigla.ru/product/elidel-krem-1-15g-3567,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/5/3567-b-6-6-b-b66be5022686b33842d0a4a0e1a6d094c5ac9a6e_3567.jpg
Ригла,Дермакосметика,Контрактубекс гель 20г,890.0,890.0,https://www.rigla.ru/product/kontraktubeks-gel-20g-976,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/7/976-8-5-2-1-8521a6672cda475314248d2196ae093f00b6e972_976.jpg
Ригла,Дермакосметика,Дермовейт мазь 25г,831.0,831.0,https://www.rigla.ru/product/dermoveyt-maz-dlya-nar-prim-005-25g-3589,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/5/3589-5-7-c-e-57ce30bb7a701c284473c2d3e42065efb16e6953_3589.jpg
Ригла,Дермакосметика,Кетопрофен-АКОС гель для наружного применения 5% 30г,353.0,353.0,https://www.rigla.ru/product/ketoprofen-akos-gel-dnaruzhn-prim-5-30g-107086,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/107086-c-c-c-2-ccc2f3049b84be0223fcb55bb59b46891f880292_107086.jpg
Ригла,Дермакосметика,Кетонал крем 5% 50г,683.0,683.0,https://www.rigla.ru/product/ketonal-krem-5-50g-46599,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/6/46599-2-3-1-d-231d648ac3d1005c737cd14bb5ad2f58f416a4d2_46599.jpg
Ригла,Дермакосметика,"Дифферин крем 0,1% 30г",1383.0,1383.0,https://www.rigla.ru/product/differin-krem-01-30g-21403,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/1/21403-8-4-2-0-84205b58e69f58fb1a3e9fb617e78ed0629ef4ad_21403.jpg
Ригла,Дермакосметика,Азелик гель 15% 15г,906.0,906.0,https://www.rigla.ru/product/azelik-gel-15-15g-102703,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/102703-e-4-0-d-e40dbe234a6dad19b3b38362aa663db49ad82270_102703.jpg
Ригла,Дермакосметика,Клензит гель 30г,1339.0,1339.0,https://www.rigla.ru/product/klenzit-gel-30g-66958,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/6/66958-f-e-1-5-fe150b8e1e61f6822a821d628a11de0d6ed0f116_66958.jpg
Ригла,Дермакосметика,Траумель С мазь 100г,1731.0,1731.0,https://www.rigla.ru/product/traumel-s-maz-100g-106961,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/106961-7-0-a-a-70aabf5b6f90e6b72753eec00ae98a0ba4e0368d_106961.jpg
Ригла,Дермакосметика,Зовиракс Дуо-Актив крем 2г,743.0,743.0,https://www.rigla.ru/product/zoviraks-duo-aktiv-krem-2g-94177,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/4/94177-c-7-0-1-c701c4e0fc3593606b02fb1e1b0ff455a4aed91d_94177.jpg
Ригла,Дермакосметика,Валвир таблетки покрытые пленочной оболочкой 500мг №10,1392.0,1392.0,https://www.rigla.ru/product/valvir-tabpo-plen-500mg-no10-92810,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/2/92810-a-b-b-9-abb9daca3861716ebdc5d23885014e8f5677a9e0_92810.jpeg
Ригла,Дермакосметика,Вольтарен эмульгель 2% 50г,736.0,736.0,https://www.rigla.ru/product/voltaren-emulgel-2-50g-96296,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/6/96296-a-3-4-4-a3446fa2f2967ceeb3fca35b35c3a1403f18b2be_96296.jpg
Ригла,Дермакосметика,Фуцидин крем 2% 15г,759.0,759.0,https://www.rigla.ru/product/futsidin-krem-2-15g-2698,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/6/2698-5-7-8-a-578aee9ed4a738f3e437b356a7196d453476f7b5_2698.jpg
Ригла,Дермакосметика,Салвисар мазь 25г,455.0,455.0,https://www.rigla.ru/product/salvisar-maz-25g-68511,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/8/68511-9-1-0-d-910d825ba23a9f8d17c850f7906dac2ab2912f30_68511.jpg
Ригла,Дермакосметика,Генеролон раствор для наружного применения 5% 60мл,1159.0,1159.0,https://www.rigla.ru/product/generolon-sprey-dlya-nar-prim-5-fl-60ml-no1-89872,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/9/89872-6-2-4-d-624dedde8a499d223bd5b6bce7ca05bcabfd02af_89872.jpg
Ригла,Дермакосметика,Азикс-Дерм  крем для наружного применения 20% 30г,1259.0,1259.0,https://www.rigla.ru/product/aziks-derm-krem-dlya-naruzhprim-20-30g-98263,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/8/98263-c-d-3-c-cd3c92eba6241d1d401eb03d40ebe131b161ee2d_98263.jpg
Ригла,Дермакосметика,Календула мазь 25г,57.0,57.0,https://www.rigla.ru/product/kalendula-maz-25g-98610,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/8/98610-a-9-7-a-a97a7f969b1978c26b5672b6bcca3539440705ba_98610.jpg
Ригла,Дермакосметика,Ацикловир крем 5% 5г,155.0,155.0,https://www.rigla.ru/product/atsiklovir-krem-5-5g-109726,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/109726-5-0-c-1-50c1bde59c4ecd85b34a4ea94bf0786558d33fa7_109726.jpg
Ригла,Дермакосметика,Вольтарен эмульгель 1% 100г,995.0,995.0,https://www.rigla.ru/product/voltaren-emulgel-1-100g-39289,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/9/39289-6-4-5-9-6459d597fb57f6ba083f1a6eeecd4b830813f0ff_39289.jpg
Ригла,Дермакосметика,"Быструмгель гель 2,5% 30г",326.0,326.0,https://www.rigla.ru/product/bystrumgel-gel-25-30g-4455473,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/4455473-7-5-1-e-751e113a0366a9f74204b0db9cbd54d98c9c324b_4455473.jpg
Ригла,Дермакосметика,Адвантан мазь 15г,751.0,751.0,https://www.rigla.ru/product/advantan-maz-15g-14,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/4/14-8-3-1-4-83141dd20d19675bc55d0407bd30591f52c64412_14.jpeg
Ригла,Дермакосметика,"Мометазон крем для наружного применения 0,1% 15г",108.0,108.0,https://www.rigla.ru/product/mometazon-krem-dlya-nar-prim-01-15g-120382,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/2/120382-6-9-e-7-69e77c080b202677cded2a0b80847c1a8fc1dc2a_120382.jpg
Ригла,Дермакосметика,Капсикам мазь 50г,1010.0,1010.0,https://www.rigla.ru/product/kapsikam-maz-dlya-naruzh-prim-tuba-50g-no1-874,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/7/874-d-0-e-1-d0e1276600a6f9a6c46247579bb89a3817b1af98_874.jpg
Ригла,Дермакосметика,"Протопик мазь 0,1% 30г",1095.0,1095.0,https://www.rigla.ru/product/protopik-maz-01-30g-63514,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/3/63514-7-9-d-a-79dade48d5684a8bfcd3df91f56ec338fae74915_63514_.jpg
Ригла,Дермакосметика,Элидел крем 1% 30г,1658.0,1658.0,https://www.rigla.ru/product/elidel-krem-1-30g-102761,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/102761-5-4-6-5-546597517a72e6819b7af9f4dec14cb83fbd016f_102761.jpg
Ригла,Дермакосметика,Виферон гель 10г/12г,240.0,240.0,https://www.rigla.ru/product/viferon-gel-36000meg-12g-4472320,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/4472320-3-9-2-6-39269f893e40753c8e17aff2a616fb6b5e8eef31_4472320.jpg
Ригла,Дермакосметика,Д-Пантенол Новатенол крем 5% 25г,457.0,457.0,https://www.rigla.ru/product/novatenol-krem-5-25g-110198,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/110198-0-9-a-1-09a1cc8386832e8d402bcb11ce5056d60a08c363_110198.jpg
Ригла,Дермакосметика,Скорая помощь для ран бальзам 35г,197.0,197.0,https://www.rigla.ru/product/skoraya-pomoshch-dlya-ran-balzam-35g-56050,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/6/56050-d-a-7-8-da788598ac1eae51f2346a5b0a2ab00dcbec2e44_56050.jpg
Ригла,Дермакосметика,"Локоид мазь 0,1% 30г",315.0,315.0,https://www.rigla.ru/product/lokoid-maz-01-30g-1092,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/1092-a-8-b-7-a8b781e47363709ea689b9cd40e6c4874f2333b7_1092.jpg
Ригла,Дермакосметика,Ортофен гель 5% 50г,338.0,338.0,https://www.rigla.ru/product/ortofen-gel-5-50g-105668,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/105668-9-e-f-5-9ef55a99870c17192f053027a0069dcaca332603_105668.jpg
Ригла,Дермакосметика,Ацикловир-Белупо таблетки покрытые оболочкой 400мг №35,409.0,409.0,https://www.rigla.ru/product/atsiklovir-belupo-tabpo-400mg-no35-36691,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/6/36691-6-a-d-3-6ad37389c340533d9f30b40f70b82521a3a203fd_36691.jpg
Ригла,Дермакосметика,Валвир таблетки покрытые пленочной оболочкой 1000мг №7,1799.0,1799.0,https://www.rigla.ru/product/valvir-tabpo-plen-1000mg-no7-96364,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/6/96364-7-6-7-7-7677e640f24e09777806d0c16aeaae93a3a1d719_96364.jpeg
Ригла,Дермакосметика,Кетонал крем 5% 100г,965.0,965.0,https://www.rigla.ru/product/ketonal-krem-5-100g-106137,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/106137-5-5-5-e-555e39f5c5dd7800c4fe5f6a7ec6d3127f5063a9_106137.jpg
Ригла,Дермакосметика,Клензит гель 15г,906.0,906.0,https://www.rigla.ru/product/klenzit-gel-15g-20570,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/0/20570-7-a-f-0-7af0e42bb9c5ba69b16965b50c763c4cfc94cfe3_20570.jpg
Ригла,Дермакосметика,Наятокс мазь 20г,411.0,411.0,https://www.rigla.ru/product/nayatoks-maz-20g-4456371,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/4456371-c-2-b-a-c2ba9de7b19e9e2bff898c4773b2f1be1fb73f5e_4456371.jpg
Ригла,Дермакосметика,"Комфодерм К крем 0,1% 15г",811.0,811.0,https://www.rigla.ru/product/komfoderm-k-krem-01-15g-100570,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/100570-7-3-f-2-73f2e5df8fc4dfb8a43b414e1fd744809822e3ab_100570.jpg
Ригла,Дермакосметика,Боро Плюс зеленый крем 50г,344.0,344.0,https://www.rigla.ru/product/boro-plyus-zelenyy-krem-50g-45669,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/5/45669-9-e-c-6-9ec6976ad0501cb3ef60bee8a343afffaa351ec2_45669.jpg
Ригла,Дермакосметика,Вольтарен эмульгель 1% 50г,657.0,657.0,https://www.rigla.ru/product/voltaren-emulgel-1-50g-485,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/8/485-c-7-9-6-c7963dd1124d6db740e1d45f03d4267024fb4bba_485.jpg
